BRAND,MODEL,OS,PRIMARY CAMERA,SELFIE CAMERA,GPU,CPU,INTERNAL MEMORY,SENSORS,BATTERY,PRICE
Samsung,Galaxy Xcover FieldPro,Android 9.0 (Pie),"12 MP, PDAF",8 MP,Mali-G72 MP18,Octa-core (4x2.7 GHz Mongoose M3 & 4x1.8 GHz Cortex-A55),32GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 4500 mAh battery,NA
Samsung,Galaxy A70s,Android 9.0 (Pie); One UI,"64 MP, f/1.8, (wide), 1/1.7"", 0.8µm, PDAF
8 MP, f/2.2, 12mm (ultrawide)
5 MP, f/2.2, depth sensor","32 MP, f/2.0, 25mm (wide), 1/2.8"", 0.8µm",Adreno 612,Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),"128GB 6GB RAM, 128GB 8GB RAM","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4500 mAh battery,"₹ 28,999"
Samsung,Galaxy A20s,Android 9.0 (Pie); One UI,"13 MP, f/1.8, 27mm (wide), PDAF
8 MP, f/2.2, 13mm (ultrawide)
5 MP, f/2.2, depth sensor","8 MP, f/2.0",Adreno 506,Octa-core 1.8 GHz Cortex-A53,"32GB 3GB RAM, 64GB 4GB RAM","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,"$ 169.95 / £ 164.18 / € 191.36 / ₹ 11,990"
Samsung,Galaxy M30s,Android 9.0 (Pie); One UI,"48 MP, f/2.0, (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.2, 12mm (ultrawide)
5 MP, f/2.2, depth sensor","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",Mali-G72 MP3,Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"64GB 4GB RAM, 128GB 6GB RAM","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 6000 mAh battery,"$ 269.00 / £ 216.90 / € 249.00 / ₹ 13,999"
Samsung,Galaxy M10s,Android 9.0 (Pie),"13 MP, f/1.9, 27mm (wide), 1/3.1"", 1.12µm, PDAF
5 MP, f/2.2, 12mm (ultrawide)","8 MP, f/2.0",Mali-G71 MP2,Octa-core (2x1.6 GHz Cortex-A73 & 6x1.35 GHz Cortex-A53),32GB 3GB RAM,"Accelerometer, gyro, proximity, compass",Non-removable Li-Ion 4000 mAh battery,"$ 189.99 / £ 149.90 / ₹ 8,499"
Samsung,Galaxy Fold 5G,Android 9.0 (Pie),"12 MP, f/1.5-2.4, 27mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm","10 MP, f/2.2, 26mm (wide), 1/3"", 1.22µm
8 MP, f/1.9, 24mm (wide), 1.22µm, depth sensor

Cover camera:
10 MP, f/2.2, 26mm (wide), 1/3"", 1.22µm",Adreno 640,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),512GB 12GB RAM,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Po 4235 mAh battery,"$ 2,096.98 / £ 1,799.00 / € 2,099.00"
Samsung,Galaxy Fold,Android 9.0 (Pie),"12 MP, f/1.5-2.4, 27mm (wide), 1/2.55"", 1.4µm, Dual Pixel PDAF, OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm","10 MP, f/2.2, 26mm (wide), 1/3"", 1.22µm
8 MP, f/1.9, 24mm (wide), 1.22µm, depth sensor

Cover camera:
10 MP, f/2.2, 26mm (wide), 1/3"", 1.22µm",Adreno 640,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),512GB 12GB RAM,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Po 4380 mAh battery,"$ 2,089.99 / £ 2,088.47 / € 2,099.00"
Samsung,Galaxy Tab Active Pro,Android 9.0 (Pie),"13 MP, AF",8 MP,Adreno 616,Octa-core (2x2.0 GHz Kryo 360 Gold & 6x1.7 GHz Kryo 360 Silver),64GB 4GB RAM,"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 7600 mAh battery,About 600 EUR
Samsung,Galaxy A90 5G,Android 9.0 (Pie); One UI,"48 MP, f/2.0, 26mm (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.2, depth sensor","32 MP, f/2.0, 25mm (wide), 1/2.8"", 0.8µm",Adreno 640,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"128GB 6GB RAM, 128GB 8GB RAM","Fingerprint (under display, optical), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4500 mAh battery,$ 599.99 / £ 619.99
Samsung,Galaxy A30s,Android 9.0 (Pie),"25 MP, f/1.7, PDAF
8 MP, f/2.2, 13mm (ultrawide)
5 MP, f/2.2, depth sensor
","16 MP, f/2.0, 26mm (wide), 1/3.1"", 1.0µm",Mali-G71 MP2,Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","Fingerprint (under display, optical), accelerometer, proximity, compass",Non-removable Li-Po 4000 mAh battery,"$ 223.87 / £ 193.00 / € 212.00 / ₹ 11,498"
Apple,iPhone 11 Pro Max,"iOS 13, upgradable to iOS 13.2","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom
12 MP, f/2.4, 13mm (ultrawide)","12 MP, f/2.2, 23mm (wide)
SL 3D camera",Apple GPU (4-core graphics),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","Face ID, accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Ion 3969 mAh battery (15.04 Wh),"$ 1,099.99 / £ 1,079.00 / € 1,199.00 / ₹ 109,900"
Apple,iPhone 11 Pro,"iOS 13, upgradable to iOS 13.2","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.0, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom
12 MP, f/2.4, 13mm (ultrawide)","12 MP, f/2.2, 23mm (wide)
SL 3D camera",Apple GPU (4-core graphics),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","Face ID, accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Ion 3046 mAh battery (11.67 Wh),"$ 929.99 / £ 1,049.00 / € 1,125.00 / ₹ 99,900"
Apple,iPhone 11,"iOS 13, upgradable to iOS 13.2","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS
12 MP, f/2.4, 13mm (ultrawide)","12 MP, f/2.2, 23mm (wide)
SL 3D camera",Apple GPU (4-core graphics),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),"64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM","Face ID, accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Ion 3110 mAh battery (11.91 Wh),"$ 695.00 / £ 699.00 / € 779.00 / ₹ 64,900"
Apple,iPad 10.2,"iPadOS 13.1, upgradable to iPadOS 13.1.2","8 MP, f/2.4, 31mm (standard), 1.12µm, AF","1.2 MP, f/2.2, 31mm (standard)",PowerVR Series7XT Plus (six-core graphics),Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),"32GB 3GB RAM, 128GB 3GB RAM","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Non-removable Li-Po 8827 mAh battery (32.9 Wh),About 350 EUR
Apple,Watch Edition Series 5,"watchOS 6.0, upgradable to 6.1",No,NA,PowerVR,NA,32GB,"Accelerometer, gyro, heart rate (2nd gen), barometer, compass",Non-removable Li-Ion battery,About 850 EUR
Apple,Watch Series 5,"watchOS 6.0, upgradable to 6.1",No,NA,PowerVR,NA,32GB,"Accelerometer, gyro, heart rate (2nd gen), barometer, compass",Non-removable Li-Ion battery,About 750 EUR
Apple,Watch Series 5 Aluminum,"watchOS 6.0, upgradable to 6.1",No,NA,PowerVR,NA,32GB,"Accelerometer, gyro, heart rate (2nd gen), barometer, compass",Non-removable Li-Ion battery,About 450 EUR
Apple,iPad Air (2019),"iOS 12.1.3, upgradable to iPadOS 13.1.2","8 MP, f/2.4, 31mm (standard), 1.12µm, AF","7 MP, f/2.2, 31mm (standard)",Apple GPU (4-core graphics),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),"64GB 3GB RAM, 256GB 3GB RAM","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Non-removable Li-Po 8134 mAh battery (30.8 Wh),About 550 EUR
Apple,iPad mini (2019),"iOS 12.1.3, upgradable to iPadOS 13.1.2","8 MP, f/2.4, 32mm (standard), 1.12µm, AF","7 MP, f/2.2, 31mm (standard)",Apple GPU (4-core graphics),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),"64GB 3GB RAM, 256GB 3GB RAM","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",Non-removable Li-Ion 5124 mAh battery (19.1 Wh),About 450 EUR
Apple,iPad Pro 12.9 (2018),"iOS 12, upgradable to iPadOS 13.1.2","12 MP, f/1.8, 29mm (standard), 1/3"", 1.22µm, PDAF","7 MP, f/2.2, 32mm (standard)",Apple GPU (7-core graphics),Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest),"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM, 1TB 6GB RAM","Face ID, accelerometer, gyro, proximity, barometer",Non-removable Li-Po 9720 mAh battery (36.71 Wh),About 1100 EUR
Huawei,nova 6 5G,Android 10; EMUI 10,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF
8 MP, f/2.4, 80mm (telephoto), 1/4"", PDAF, Laser AF, OIS, 3x optical zoom
8 MP, f/2.4, 16mm (ultrawide), no AF","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm, PDAF
8 MP, f/2.2, 17mm (ultrawide)",Mali-G76 MP16,Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55),"128GB 8GB RAM, 256GB 8GB RAM","Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4200 mAh battery,NA
Huawei,nova 6,Android 10; EMUI 10,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF
8 MP, f/2.4, 80mm (telephoto), 1/4"", PDAF, Laser AF, OIS, 3x optical zoom
8 MP, f/2.4, 16mm (ultrawide), no AF","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm
8 MP, f/2.2, 17mm (ultrawide)",Mali-G76 MP16,Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55),128GB 8GB RAM,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4100 mAh battery,NA
Huawei,nova 6 SE,Android 10; EMUI 10,"48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.4, (ultrawide)
2 MP, f/2.4, 27mm (wide) dedicated macro camera
2 MP, f/2.4, depth sensor","16 MP, f/2.0, (wide), 1/3.1"", 1.0µm",Mali-G52 MP6,Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),128GB 8GB RAM,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4200 mAh battery,About 280 EUR
Huawei,MatePad Pro,Android 10; EMUI 10,"13 MP, f/1.8, PDAF","8 MP, f/2.0",Mali-G76 MP16,Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55),"128GB 6GB RAM, 256GB 8GB RAM, 512GB 8GB RAM","Accelerometer, gyro, proximity, compass",Non-removable Li-Po 7250 mAh battery,About 450 EUR
Huawei,Mate X,Android 9.0 (Pie); EMUI 9.1,"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF
8 MP, f/2.4, 52mm (telephoto)
16 MP, f/2.2, 17mm (ultrawide)
TOF 3D camera",No - uses main camera,Mali-G76 MP10,Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55),512GB 8GB RAM,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Po 4500 mAh battery,About 2150 EUR
Huawei,Y9s,Android 9.0 (Pie); EMUI 9.1,"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF
8 MP, f/2.4, 13mm (ultrawide)
2 MP, f/2.4, (depth sensor)","Motorized pop-up 16 MP, f/2.2",Mali-G51 MP4,Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),128GB 6GB RAM,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,$ 279.99
Huawei,nova 5z,"Android 9.0 (Pie), EMUI 9.1","48 MP, f/1.8, 26mm (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.4, (ultrawide)
2 MP, f/2.4, 27mm (wide) dedicated macro camera
2 MP, f/2.4, depth sensor","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",Mali-G52 MP6,Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55),"64GB 6GB RAM, 128GB 6GB RAM","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 4000 mAh battery,$ 206.99
Huawei,Enjoy 10s,Android 9.0 (Pie); EMUI 9.1,"48 MP, f/1.8, 28mm (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.4, 13mm (ultrawide)
2 MP, f/2.4, depth sensor","16 MP, f/2.0",Mali-G51 MP4,Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),64GB 6GB RAM,"Fingerprint (under display, optical), accelerometer, proximity, compass",Non-removable Li-Po 4000 mAh battery,About 200 EUR
Huawei,Enjoy 10,"Android 9.0 (Pie), EMUI 9.1","48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
2 MP, f/2.4, depth sensor","8 MP, f/2.0",Mali-G51 MP4,Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM","Accelerometer, proximity, compass",Non-removable Li-Po 4000 mAh battery,About 150 EUR
Huawei,Mate 30 RS Porsche Design,Android 10; EMUI 10,"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, OIS
8 MP, f/2.4, 80mm (telephoto), 1/4"", PDAF, OIS, 3x optical zoom
40 MP, f/1.8, 18mm (ultrawide), 1/1.54"", PDAF
3D TOF camera","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm
3D TOF camera",Mali-G76 MP16,Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55),512GB 12GB RAM,"Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass",Non-removable Li-Po 4500 mAh battery,"$ 2,999.99"
Nokia,2.3,"Android 9.0 (Pie), planned upgrade to Android 10; Android One","13 MP, f/2.2, 1/3.1"", 1.12µm, AF
2 MP, depth sensor","5 MP, f/2.4",PowerVR GE8320,Quad-core 2.0 GHz Cortex-A53,32GB 2GB RAM,"Accelerometer, proximity",Non-removable Li-Po 4000 mAh battery,About 110 EUR
Nokia,7.2,Android 9.0 (Pie); Android One,"48 MP, f/1.8, (wide), 1/2"", 0.8µm, PDAF
8 MP, f/2.2, 13mm (ultrawide)
5 MP, depth sensor","20 MP, f/2.0, (wide), 1/3"", 0.9µm",Adreno 512,Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3500 mAh battery,"$ 329.00 / £ 247.99 / € 269.00 / ₹ 16,459"
Nokia,6.2,Android 9.0 (Pie); Android One,"16 MP, f/1.8, 27mm (wide), 1.0µm, PDAF
8 MP, f/2.2, 13mm (ultrawide)
5 MP, depth sensor","8 MP, f/2.0, 1/4"", 1.12µm",Adreno 509,Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),"32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",Non-removable Li-Po 3500 mAh battery,"$ 249.00 / £ 204.00 / € 220.51 / ₹ 13,499"
Nokia,800 Tough,KaiOS,2 MP,No,Adreno 304,Dual-core (2x1.1 GHz Cortex-A7),4GB 512MB,,Non-removable Li-Ion 2100 mAh battery,£ 109.99 / € 114.99
Nokia,2720 Flip,KaiOS,2 MP,No,Adreno 304,Dual-core (2x1.1 GHz Cortex-A7),4GB 512MB,,Removable Li-Ion 1500 mAh battery (BL-6V),"$ 104.99 / £ 89.99 / € 96.90 / ₹ 8,100"
Nokia,220 4G,NA,0.3 MP,No,NA,NA,24MB 16MB RAM,,Removable Li-Ion 1200 mAh battery,About 40 EUR
Nokia,110 (2019),NA,QVGA,No,NA,NA,4MB,,Removable Li-Ion 800 mAh battery,"₹ 1,575"
Nokia,105 (2019),NA,No,NA,NA,NA,4MB 4MB RAM,,Removable Li-Ion 800 mAh battery,About 10 EUR
Nokia,3.1 C,Android 9.0 (Pie),"8 MP, f/2.0, AF","5 MP, f/2.2",Adreno 504,Quad-core 1.8 GHz Cortex-A53,32GB 2GB RAM,"Accelerometer, gyro, proximity",Non-removable Li-Ion 2990 mAh battery,NA
Nokia,3.1 A,Android 9.0 (Pie),"8 MP, f/2.0, AF","5 MP, f/2.2",Adreno 504,Quad-core 1.8 GHz Cortex-A53,32GB 2GB RAM,"Accelerometer, gyro, proximity",Non-removable Li-Ion 2990 mAh battery,NA
Sony,Xperia 5,"Android 9.0 (Pie), upgradable to Android 10","12 MP, f/1.6, 26mm (wide), 1/2.55"", 1.4µm, predictive Dual Pixel PDAF, 5-axis OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, predictive PDAF, 2x optical zoom, 5-axis OIS
12 MP, f/2.4, 16mm (ultrawide), 1/3.4"", 1.0µm","8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm",Adreno 640,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),128GB 6GB RAM,"Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",Non-removable Li-Ion 3140 mAh battery,$ 697.99 / £ 479.99 / € 600.00
Sony,Xperia 1,"Android 9.0 (Pie), upgradable to Android 10","12 MP, f/1.6, 26mm (wide), 1/2.55"", 1.4µm, predictive Dual Pixel PDAF, 5-axis OIS
12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, predictive PDAF, 2x optical zoom, 5-axis OIS
12 MP, f/2.4, 16mm (ultrawide), 1/3.4"", 1.0µm","8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm",Adreno 640,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),"64GB 6GB RAM, 128GB 6GB RAM","Fingerprint (side-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",Non-removable Li-Ion 3330 mAh battery,$ 718.99 / £ 544.27 / € 707.82
Sony,Xperia 10 Plus,Android 9.0 (Pie),"12 MP, f/1.8, 27mm (wide), 1/2.8"", 1.25µm, PDAF
8 MP, f/2.4, 53mm (telephoto), 1/4"", 1.12µm, PDAF, 2x optical zoom","8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm",Adreno 509,Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),"64GB 4GB RAM, 64GB 6GB RAM","Fingerprint (side-mounted), accelerometer, proximity, compass",Non-removable Li-Ion 3000 mAh battery,$ 375.80 / £ 268.64
Sony,Xperia 10,Android 9.0 (Pie),"13 MP, f/2.0, 27mm (wide), 1/3.1"", 1.12µm, PDAF
5 MP, f/2.4, 22mm (wide), 1/4"", 1.4µm, depth sensor","8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm",Adreno 508,Octa-core 2.2 GHz Cortex-A53,"64GB 3GB RAM, 64GB 4GB RAM","Fingerprint (side-mounted), accelerometer, proximity, compass",Non-removable Li-Ion 2870 mAh battery,$ 258.46 / £ 189.98 / € 257.00
Sony,Xperia L3,Android 8.0 (Oreo),"13 MP, f/2.2, 26mm (wide), 1/3.1"", 1.12µm, PDAF
2 MP, depth sensor","8 MP, f/2.0, 24mm (wide), 1/4"", 1.12µm",PowerVR GE8320,Octa-core 2.0 GHz Cortex-A53,32GB 3GB RAM,"Fingerprint (side-mounted), accelerometer, proximity, compass",Non-removable Li-Ion 3300 mAh battery,£ 139.99 / € 161.49
Sony,Xperia XA2 Plus,Android 8.0 (Oreo),"23 MP, f/2.0, 24mm (wide), 1/2.3"", PDAF","8 MP, f/2.4, 1/4""",Adreno 508,Octa-core 2.2 GHz Cortex-A53,"32GB 4GB RAM, 64GB 6GB RAM","Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Ion 3580 mAh battery,£ 208.57
Sony,Xperia XZ3,Android 9.0 (Pie),"19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF","13 MP, f/1.9, 23mm (wide), 1/3"", 1.12µm",Adreno 630,Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"64GB 4GB RAM, 64GB 6GB RAM","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",Non-removable Li-Ion 3300 mAh battery,$ 869.00 / £ 574.65 / € 535.00
Sony,Xperia XZ2 Premium,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","19 MP, f/1.8, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF
12 MP B/W, f/1.6, 1/2.3"", 1.55µm, predictive PDAF, Laser AF","13 MP, f/2.0, 22mm (wide), 1/3"", 1.12µm",Adreno 630,Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),64GB 6GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",Non-removable Li-Ion 3540 mAh battery,$ 405.27 / £ 419.00 / € 711.69
Sony,Xperia XZ2,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF","5 MP, f/2.2, 1/5""",Adreno 630,Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),"64GB 4GB RAM, 64GB 6GB RAM","Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",Non-removable Li-Ion 3180 mAh battery,$ 258.99 / £ 279.99 / € 369.90
Sony,Xperia XZ2 Compact,"Android 8.0 (Oreo), upgradable to Android 9.0 (Pie)","19 MP, f/2.0, 25mm (wide), 1/2.3"", 1.22µm, predictive PDAF, Laser AF","5 MP, f/2.2, 23mm (wide), 1/5""",Adreno 630,Octa-core (4x2.7 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver),64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass, color spectrum",Non-removable Li-Ion 2870 mAh battery,$ 854.49 / £ 319.90
LG,G Pad 5 10.1,Android 9.0 (Pie),"8 MP, AF",5 MP,Adreno 530,Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),32GB 4GB RAM,"Fingerprint (side-mounted), accelerometer",Non-removable Li-Po 8200 mAh battery,About 340 EUR
LG,V50S ThinQ 5G,Android 9.0 (Pie); LG UX 9.0,"12 MP, f/1.8, 27mm (standard), 1/2.55"", 1.4µm, Dual pixel PDAF, OIS
13 MP, f/2.4, 9mm (ultrawide), 1.0µm","32 MP, f/1.9, 26mm (wide), 1/2.8"", 0.8µm",Adreno 640,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),256GB 8GB RAM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Po 4000 mAh battery,About 1100 EUR
LG,G8X ThinQ,Android 9.0 (Pie); LG UX 9.0,"12 MP, f/1.8, 27mm (standard), 1/2.55"", 1.4µm, Dual pixel PDAF, OIS
13 MP, f/2.4, 9mm (ultrawide), 1.0µm","32 MP, f/1.9, 26mm (wide), 1/2.8"", 0.8µm",Adreno 640,Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485),128GB 6GB RAM,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer",Non-removable Li-Po 4000 mAh battery,€ 794.94
LG,Q70,Android 9.0 (Pie); LG UX 7,"32 MP, f/1.8, (wide), PDAF
13 MP, f/2.2, 13mm (ultrawide)
5 MP, f/2.4, depth sensor","16 MP, f/2.2, (wide), 1/3.1"", 1.0µm",Adreno 612,Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),64GB 4GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity, compass",Non-removable Li-Po 4000 mAh battery,About 400 EUR
LG,K30 (2019),Android 9.0 (Pie),"8 MP, f/2.0, 27mm (wide), 1/4.0"", 1.12µm, AF","5 MP, f/2.2, 24mm (wide), 1/5"", 1.12µm",Adreno 308,Quad-core 1.4 GHz Cortex-A53,16GB 2GB RAM,"Accelerometer, proximity",Non-removable Li-Ion 3000 mAh battery,About 140 EUR
LG,K20 (2019),Android 9.0 Pie (Go edition),"8 MP, f/2.0, 27mm (wide), 1/4.0"", 1.12µm, AF","5 MP, f/2.2, 24mm (wide), 1/5"", 1.12µm",PowerVR GE8100,Quad-core 1.5 GHz Cortex-A53,16GB 1GB RAM,"Accelerometer, proximity",Non-removable Li-Ion 3000 mAh battery,About 100 EUR
LG,K40S,Android 9.0 (Pie),"13 MP, f/2.2, 26mm (wide), PDAF
5 MP, (ultrawide)","13 MP, f/2.0",PowerVR GE8320,Octa-core 2.0 GHz Cortex-A53,"32GB 2GB RAM, 32GB 3GB RAM","Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 3500 mAh battery,About 160 EUR
LG,K50S,Android 9.0 (Pie),"13 MP, f/2.2, 26mm (wide), PDAF
5 MP, (ultrawide)
2 MP, f/2.4 depth sensor","13 MP, f/2.0",PowerVR GE8320,Octa-core 2.0 GHz Cortex-A53,32GB 3GB RAM,"Fingerprint (rear-mounted), accelerometer, proximity",Non-removable Li-Po 4000 mAh battery,About 200 EUR
